company_id,registration_date,location,turnover,is_fraud,seller_id_x,sent_invoices,buyer_id_x,received_invoices,seller_id_y,total_sent_amount,buyer_id_y,total_received_amount,invoice_frequency,fraud_probability,predicted_fraud
GST000177,2022-03-23,Bangalore,801561.7791594221,0,GST000177,8,GST000177,5,GST000177,1740229.7542011524,GST000177,48692.17723436486,13,0.49595982,0
GST000178,2020-10-03,Kolkata,3429317.549203769,1,GST000178,4,GST000178,6,GST000178,154734.2717399799,GST000178,115474.23547657061,10,0.4920963,0
GST000179,2021-07-23,Kolkata,603132.9455699921,0,GST000179,7,GST000179,4,GST000179,526877.0010889161,GST000179,248154.7433749611,11,0.4718449,0
GST000180,2020-12-24,Kolkata,11446557.0618433,0,GST000180,5,GST000180,3,GST000180,125770.59758653361,GST000180,78452.7907217429,8,0.49420124,0
GST000181,2022-09-24,Mumbai,411965.8537914627,0,GST000181,5,GST000181,5,GST000181,86852.40591910818,GST000181,166969.13378679162,10,0.49603483,0
GST000182,2021-04-19,Mumbai,38392478.612108506,0,GST000182,8,GST000182,7,GST000182,2523900.9509936203,GST000182,1345188.9458619796,15,0.4981418,0
GST000183,2020-02-03,Bangalore,1895032.2712628911,0,GST000183,5,GST000183,2,GST000183,2053189.8596939438,GST000183,111249.4107482699,7,0.487071,0
GST000184,2022-07-21,Delhi,82616181.07081561,0,GST000184,3,GST000184,9,GST000184,22457.277916386854,GST000184,2869917.5127011924,12,0.49485773,0
GST000185,2021-12-23,Delhi,2078976.8875093744,0,GST000185,5,GST000185,8,GST000185,229937.29476040156,GST000185,1150729.4448528464,13,0.49930817,0
GST000186,2020-01-14,Kolkata,266013.37327194185,0,GST000186,8,GST000186,4,GST000186,1008383.7142623982,GST000186,67999.51935181709,12,0.48604548,0
GST000187,2020-04-03,Bangalore,17021727.621794313,0,GST000187,5,GST000187,4,GST000187,298813.72124944674,GST000187,110169.12696098626,9,0.49633572,0
GST000188,2022-06-08,Delhi,4346506.559705241,0,GST000188,4,GST000188,2,GST000188,59495.0226285627,GST000188,168642.06926728736,6,0.48927388,0
GST000189,2022-02-11,Delhi,1055400.695900592,0,GST000189,6,GST000189,6,GST000189,844554.3821417786,GST000189,1303222.186545523,12,0.48802668,0
GST000190,2022-06-11,Chennai,2934554.8603798863,0,GST000190,7,GST000190,3,GST000190,1571135.1109490218,GST000190,168256.72829784063,10,0.4950249,0
GST000191,2021-04-06,Chennai,22420315.430272818,0,GST000191,5,GST000191,2,GST000191,722147.1697564602,GST000191,32983.6553548854,7,0.49797845,0
GST000192,2020-10-28,Delhi,36185643.70341755,0,GST000192,7,GST000192,1,GST000192,632595.7883261928,GST000192,400842.4157556768,8,0.5005117,1
GST000193,2022-03-29,Mumbai,1866176.1840768035,0,GST000193,4,GST000193,4,GST000193,171829.88750505997,GST000193,204624.58739042052,8,0.5004254,1
GST000194,2020-09-20,Kolkata,245827.60920764788,0,GST000194,8,GST000194,5,GST000194,1937245.5073099742,GST000194,50160.19319699717,13,0.49836996,0
GST000195,2022-09-15,Chennai,1564852.5716679804,0,GST000195,6,GST000195,6,GST000195,999834.2417617363,GST000195,157912.48415280491,12,0.4833585,0
GST000196,2022-07-26,Kolkata,516815.6469788761,0,GST000196,7,GST000196,12,GST000196,457701.2956571778,GST000196,680926.817133247,19,0.4922546,0
GST000197,2021-11-12,Delhi,22958238.362829737,0,GST000197,4,GST000197,7,GST000197,64410.87970974313,GST000197,247601.9058816731,11,0.49660915,0
GST000198,2021-09-04,Delhi,1859552.524997442,0,GST000198,6,GST000198,4,GST000198,860264.7272256804,GST000198,1041101.1055799897,10,0.5013462,1
GST000199,2021-04-17,Kolkata,30010126.303847674,0,GST000199,12,GST000199,6,GST000199,377567.5336811664,GST000199,365643.3978978331,18,0.4834958,0
GST000200,2020-01-27,Kolkata,1512050.5086398814,1,GST000200,3,GST000200,6,GST000200,305787.04892474774,GST000200,500192.9713860044,9,0.49549383,0
GST000201,2021-11-04,Kolkata,3462394.562057672,0,GST000201,4,GST000201,2,GST000201,836269.1642762749,GST000201,335004.25370844756,6,0.49226704,0
GST000202,2022-02-04,Delhi,8927519.43445197,0,GST000202,2,GST000202,8,GST000202,156261.69419545113,GST000202,1678664.2860043617,10,0.5005636,1
GST000203,2020-01-22,Kolkata,15554303.50852964,0,GST000203,5,GST000203,4,GST000203,98731.35935146551,GST000203,790427.7982242858,9,0.49162665,0
GST000204,2021-06-18,Mumbai,2882816.9679322336,0,GST000204,3,GST000204,4,GST000204,112774.61339936951,GST000204,42251.87088344014,7,0.48676434,0
GST000205,2021-05-06,Delhi,1709739.925291188,0,GST000205,2,GST000205,9,GST000205,29383.228969860647,GST000205,1951717.2427166956,11,0.49095988,0
GST000206,2022-04-23,Bangalore,2636972.7109947293,0,GST000206,7,GST000206,3,GST000206,746466.7420199853,GST000206,66472.2614717732,10,0.49609125,0
GST000207,2022-04-05,Delhi,49784339.22726499,0,GST000207,7,GST000207,2,GST000207,1091088.444684683,GST000207,103559.9318224033,9,0.49951494,0
GST000208,2022-03-23,Bangalore,82046.95536082356,0,GST000208,4,GST000208,5,GST000208,36822.30912581643,GST000208,1038785.2086095961,9,0.49831277,0
GST000209,2021-07-27,Kolkata,12876159.441381557,0,GST000209,1,GST000209,2,GST000209,13283.90635449984,GST000209,862319.6598091145,3,0.49650204,0
GST000210,2022-03-07,Mumbai,13222811.794832068,0,GST000210,2,GST000210,8,GST000210,357933.76635220577,GST000210,1416827.891329656,10,0.49699655,0
GST000211,2020-05-12,Chennai,1184198.9386104974,0,GST000211,6,GST000211,5,GST000211,183250.97120025172,GST000211,1154996.8468261908,11,0.4953925,0
GST000212,2020-08-10,Delhi,381243.3128970482,0,GST000212,2,GST000212,3,GST000212,5413.010981890073,GST000212,53143.66966913662,5,0.4806971,0
GST000213,2020-03-11,Chennai,304465.04789798864,0,GST000213,3,GST000213,5,GST000213,494776.7176595865,GST000213,176675.38165974116,8,0.49212202,0
GST000214,2021-05-26,Chennai,143355.04961713738,0,GST000214,5,GST000214,3,GST000214,392283.2217313623,GST000214,31526.091001202745,8,0.49719012,0
GST000215,2020-01-06,Kolkata,10252418.404018156,0,GST000215,7,GST000215,6,GST000215,3309775.9244079785,GST000215,170357.5593122571,13,0.48751667,0
GST000216,2021-04-29,Kolkata,1786647.7771356015,0,GST000216,7,GST000216,7,GST000216,1158345.2012200195,GST000216,969363.3546157284,14,0.49288937,0
GST000217,2021-10-27,Delhi,2054038.056656874,0,GST000217,5,GST000217,5,GST000217,299181.7638216687,GST000217,99530.83622742206,10,0.4972877,0
GST000218,2021-10-24,Kolkata,2587655.5984343905,0,GST000218,2,GST000218,10,GST000218,8147.7500467487525,GST000218,268727.2290580999,12,0.49219573,0
GST000219,2021-03-03,Mumbai,4991.717382711914,0,GST000219,1,GST000219,5,GST000219,1470.532042124641,GST000219,214888.27010789575,6,0.48971143,0
GST000220,2020-04-05,Kolkata,309361.37363156327,0,GST000220,5,GST000220,5,GST000220,211016.0444269704,GST000220,988861.1452249637,10,0.48903883,0
GST000221,2022-04-29,Chennai,1878121.2204413165,0,GST000221,6,GST000221,6,GST000221,92270.46515430596,GST000221,255612.63868157685,12,0.49794027,0
GST000222,2021-01-08,Bangalore,63799914.76243203,0,GST000222,6,GST000222,1,GST000222,2236987.8446889305,GST000222,920.328035891516,7,0.49929637,0
GST000223,2022-08-03,Chennai,457881.3022953566,0,GST000223,4,GST000223,5,GST000223,163591.9441069294,GST000223,515838.138517326,9,0.49603188,0
GST000224,2021-06-17,Bangalore,583065.4196341888,0,GST000224,3,GST000224,6,GST000224,95151.51488313235,GST000224,2129255.419710365,9,0.4947161,0
GST000225,2020-08-09,Bangalore,541979.7656676754,0,GST000225,4,GST000225,5,GST000225,1564724.8701179565,GST000225,83574.17925802252,9,0.49706963,0
GST000226,2022-08-13,Mumbai,188947759.6973077,0,GST000226,3,GST000226,3,GST000226,54257.9209233733,GST000226,121536.19798057506,6,0.48666987,0
GST000227,2021-05-26,Bangalore,268502.5826645368,0,GST000227,3,GST000227,3,GST000227,500581.7710100551,GST000227,201430.99885099704,6,0.4812631,0
GST000228,2021-10-27,Delhi,269964.7577203569,0,GST000228,4,GST000228,4,GST000228,438273.4665626406,GST000228,278503.9396277658,8,0.49832666,0
GST000229,2020-04-30,Mumbai,40527602.917249024,0,GST000229,5,GST000229,6,GST000229,92216.92294348599,GST000229,170788.91769648532,11,0.4955888,0
GST000230,2022-04-24,Delhi,162267.46769665516,0,GST000230,5,GST000230,5,GST000230,403272.17299248313,GST000230,232813.56521449413,10,0.49414304,0
GST000231,2020-02-19,Kolkata,79039558.58272469,0,GST000231,8,GST000231,6,GST000231,304570.2522947622,GST000231,550043.6843176079,14,0.48774174,0
GST000232,2020-01-01,Mumbai,590271.9416735461,0,GST000232,6,GST000232,7,GST000232,86606.41787433268,GST000232,1711250.952832503,13,0.4798031,0
GST000233,2020-03-28,Delhi,277648.25786713697,0,GST000233,1,GST000233,2,GST000233,13472.231659112384,GST000233,464216.53708506655,3,0.48562744,0
GST000234,2020-03-21,Kolkata,80568060.81331007,0,GST000234,8,GST000234,5,GST000234,305696.54866531835,GST000234,225996.5650083876,13,0.49997717,0
GST000235,2021-12-15,Bangalore,584493.7026535912,0,GST000235,6,GST000235,7,GST000235,334234.23169715545,GST000235,1123592.5591888414,13,0.5001387,1
GST000236,2020-06-06,Mumbai,12493916.966163317,0,GST000236,2,GST000236,8,GST000236,103870.98427602525,GST000236,422491.2116259825,10,0.49040693,0
GST000237,2022-04-24,Delhi,2776032.6063178144,0,GST000237,5,GST000237,4,GST000237,1655569.6864657013,GST000237,274712.41905637644,9,0.4963691,0
GST000238,2021-12-13,Bangalore,210018.9931724024,0,GST000238,5,GST000238,1,GST000238,291840.5212572501,GST000238,14800.824116011156,6,0.49475512,0
GST000239,2021-12-10,Chennai,28474620.097606312,0,GST000239,8,GST000239,4,GST000239,420156.8741227032,GST000239,63253.80434739099,12,0.4889088,0
GST000240,2020-09-09,Delhi,19684615.7126946,0,GST000240,5,GST000240,9,GST000240,1083487.882812936,GST000240,278081.71038969164,14,0.48977187,0
GST000241,2020-10-16,Mumbai,6541172.570383464,0,GST000241,5,GST000241,5,GST000241,458133.27543211705,GST000241,298300.2755300718,10,0.4911227,0
GST000242,2021-04-23,Chennai,18810049.25684688,0,GST000242,5,GST000242,9,GST000242,702306.7280902073,GST000242,491531.07192461996,14,0.49271765,0
GST000243,2020-06-01,Mumbai,57632361.6775995,0,GST000243,5,GST000243,8,GST000243,5353228.404267712,GST000243,413579.7256245356,13,0.4865254,0
GST000244,2021-04-18,Kolkata,5397471.999525171,0,GST000244,7,GST000244,3,GST000244,264444.0421586109,GST000244,232791.7208481874,10,0.49307966,0
GST000245,2022-07-31,Delhi,303492686.9755102,0,GST000245,3,GST000245,1,GST000245,21462.693143599903,GST000245,996.914977479214,4,0.4798698,0
GST000246,2020-08-18,Bangalore,1457976.0536548628,0,GST000246,7,GST000246,6,GST000246,3249157.513669894,GST000246,181698.97957245796,13,0.48987362,0
GST000247,2021-11-23,Chennai,888960.2096059183,0,GST000247,2,GST000247,8,GST000247,243702.20447828516,GST000247,381193.11936601374,10,0.49346733,0
GST000248,2021-02-01,Mumbai,391391.70542946056,0,GST000248,4,GST000248,1,GST000248,192621.59268933785,GST000248,194073.9093589542,5,0.49240935,0
GST000249,2020-04-03,Delhi,3843687.570039522,0,GST000249,9,GST000249,1,GST000249,279244.7972345216,GST000249,518568.6107298005,10,0.4921593,0
GST000250,2020-08-20,Delhi,39250676.58926365,0,GST000250,5,GST000250,6,GST000250,139799.47853248505,GST000250,425794.0062068416,11,0.49734148,0
GST000251,2021-03-03,Bangalore,1045069.0202293646,0,GST000251,3,GST000251,3,GST000251,54713.1136417783,GST000251,289765.0245218115,6,0.49713972,0
GST000252,2022-01-02,Delhi,69200764.63053668,0,GST000252,11,GST000252,4,GST000252,616438.0107351369,GST000252,246431.95900664543,15,0.49835184,0
GST000253,2020-05-07,Kolkata,49276503.73155509,0,GST000253,3,GST000253,4,GST000253,294356.47495761875,GST000253,230324.60352765417,7,0.49011707,0
GST000254,2021-04-07,Kolkata,517629.77688088414,0,GST000254,9,GST000254,6,GST000254,924473.0750958466,GST000254,878575.513678748,15,0.49438962,0
GST000255,2022-03-18,Mumbai,34216500.94664394,0,GST000255,3,GST000255,4,GST000255,373969.69152979343,GST000255,348796.2119517856,7,0.50524235,1
GST000256,2021-12-13,Kolkata,464201.87077062594,0,GST000256,1,GST000256,3,GST000256,6630.56886742349,GST000256,664556.49054275,4,0.47931603,0
GST000257,2022-03-18,Delhi,2447141.9324136814,0,GST000257,6,GST000257,5,GST000257,113581.637240303,GST000257,356634.04476751934,11,0.4983881,0
GST000258,2021-10-06,Bangalore,19381459.210394666,0,,0,GST000258,6,,0.0,GST000258,46932.33936153944,6,0.49547186,0
GST000259,2021-05-16,Mumbai,1880103.9993475503,0,GST000259,2,GST000259,5,GST000259,720988.0910172836,GST000259,543702.0443005525,7,0.49583378,0
GST000260,2022-04-20,Delhi,7441179.051047252,0,GST000260,2,GST000260,3,GST000260,24300.00488131162,GST000260,31603.98948665219,5,0.4908076,0
GST000261,2020-06-14,Kolkata,20034100.082689576,0,GST000261,7,GST000261,8,GST000261,4040188.950782964,GST000261,476473.96269365115,15,0.48826876,0
GST000262,2021-09-24,Kolkata,3134266.702408043,0,GST000262,6,GST000262,5,GST000262,715748.9371155864,GST000262,599664.352920311,11,0.49597436,0
GST000263,2022-09-25,Bangalore,44112.84670228277,0,GST000263,4,GST000263,7,GST000263,79334.2626945934,GST000263,417339.52184345684,11,0.4971634,0
GST000264,2021-10-22,Kolkata,7466461.5164384,0,GST000264,6,GST000264,2,GST000264,322176.78834762593,GST000264,17276.47972203563,8,0.49781394,0
GST000265,2021-10-22,Delhi,261379.0654587877,0,GST000265,4,GST000265,7,GST000265,2451895.2446422614,GST000265,903049.6178946199,11,0.49439806,0
GST000266,2020-03-01,Bangalore,14534541.284351844,0,GST000266,3,GST000266,5,GST000266,164066.49127835553,GST000266,181542.2691848986,8,0.49924394,0
GST000267,2021-12-31,Kolkata,9671011.136952298,0,GST000267,4,GST000267,4,GST000267,360449.30713563296,GST000267,653228.9432137437,8,0.48434025,0
GST000268,2022-03-23,Bangalore,26997248.61626792,0,GST000268,2,GST000268,3,GST000268,277039.75245639245,GST000268,962477.3543691521,5,0.4976308,0
GST000269,2022-03-16,Kolkata,7370669.471963102,0,GST000269,12,GST000269,2,GST000269,557347.7131345163,GST000269,162705.5235007296,14,0.5005994,1
GST000270,2021-04-23,Chennai,8016750.158349704,0,GST000270,5,GST000270,6,GST000270,1745398.862453775,GST000270,217793.44154849922,11,0.49503967,0
GST000271,2020-07-12,Bangalore,17180331.70092529,0,GST000271,6,GST000271,5,GST000271,124348.02155711966,GST000271,4431065.176896154,11,0.49373147,0
GST000272,2020-01-15,Chennai,7566198.682614107,0,GST000272,8,GST000272,3,GST000272,891930.5951521539,GST000272,138765.3502040626,11,0.5030671,1
GST000273,2021-01-19,Chennai,13429224.481728924,0,GST000273,5,GST000273,5,GST000273,443840.8418915661,GST000273,375371.28691664594,10,0.4979497,0
GST000274,2021-09-14,Delhi,12984401.628990673,0,GST000274,1,GST000274,6,GST000274,124872.78967150666,GST000274,904916.4295446711,7,0.48528185,0
GST000275,2020-11-14,Chennai,403017.3001957229,0,GST000275,3,GST000275,7,GST000275,250665.58882023266,GST000275,649253.0295227703,10,0.49681783,0
GST000276,2022-04-21,Delhi,286146.93549660686,0,GST000276,3,GST000276,4,GST000276,1059381.5427110018,GST000276,4161800.2156163217,7,0.48783424,0
GST000277,2020-01-18,Mumbai,277734.7850160223,0,GST000277,3,GST000277,5,GST000277,12165.07929915115,GST000277,1725931.5745066493,8,0.4964119,0
GST000278,2020-08-31,Chennai,194433.18214607623,0,GST000278,7,GST000278,3,GST000278,957876.6938615099,GST000278,186452.3133849677,10,0.4953377,0
GST000279,2022-01-06,Delhi,5243959.213849717,0,GST000279,6,GST000279,1,GST000279,647442.1831501406,GST000279,46168.72541753252,7,0.49240094,0
GST000280,2022-03-12,Mumbai,14138082.911810704,0,GST000280,4,GST000280,8,GST000280,15355.27790144302,GST000280,1732020.5772431572,12,0.4859216,0
GST000281,2021-09-23,Kolkata,58273.8917475475,0,GST000281,6,GST000281,1,GST000281,6344837.052388741,GST000281,6296.286385442948,7,0.50325227,1
GST000282,2020-07-13,Chennai,4755654.424145157,0,GST000282,5,GST000282,7,GST000282,493258.38149891567,GST000282,331214.34831320256,12,0.48567948,0
GST000283,2021-06-28,Mumbai,108125.67461981712,0,GST000283,2,GST000283,9,GST000283,376995.2812168115,GST000283,2628114.524003652,11,0.48926002,0
GST000284,2020-10-08,Bangalore,436447.1618512243,0,GST000284,4,GST000284,6,GST000284,4819289.797672214,GST000284,224265.04818802682,10,0.49345058,0
GST000285,2022-04-13,Chennai,180553.8075171998,0,GST000285,3,GST000285,6,GST000285,554581.4258166741,GST000285,207495.51648569066,9,0.49746883,0
GST000286,2021-04-15,Bangalore,4658047.372082507,0,GST000286,6,GST000286,3,GST000286,1205572.968915469,GST000286,56174.34764493125,9,0.49911872,0
GST000287,2021-12-24,Mumbai,9545576.08065044,0,GST000287,1,GST000287,5,GST000287,289.54884140177643,GST000287,681118.1279682659,6,0.49811888,0
GST000288,2020-04-07,Delhi,799888.2859644904,0,GST000288,3,GST000288,5,GST000288,374424.4507642972,GST000288,803261.6300481103,8,0.5027963,1
GST000289,2022-02-05,Delhi,2397876.735248742,0,GST000289,8,GST000289,2,GST000289,544928.8365984439,GST000289,77403.3247094492,10,0.50338167,1
GST000290,2022-04-26,Kolkata,9846855.433487372,0,GST000290,7,GST000290,2,GST000290,603791.7230637784,GST000290,153918.4016317877,9,0.5002709,1
GST000291,2020-12-04,Delhi,2026510.1000506417,0,GST000291,3,GST000291,4,GST000291,17991.828028925855,GST000291,710664.9193668102,7,0.49277458,0
GST000292,2022-07-09,Delhi,237726.57351014877,0,GST000292,3,GST000292,6,GST000292,244525.54611089334,GST000292,781116.5668822714,9,0.4981616,0
GST000293,2021-06-13,Kolkata,1118455.345437205,0,GST000293,5,GST000293,4,GST000293,367167.7027263183,GST000293,206251.2081629652,9,0.50092226,1
GST000294,2021-05-16,Kolkata,2301227.314478476,0,GST000294,8,GST000294,9,GST000294,721101.3002712419,GST000294,497214.5907209621,17,0.48788515,0
GST000295,2020-04-09,Chennai,111217843.49743502,0,GST000295,3,GST000295,7,GST000295,83370.04881769429,GST000295,308408.81475531764,10,0.49437383,0
GST000296,2021-01-31,Bangalore,21159057.211116165,0,GST000296,5,GST000296,7,GST000296,168964.4594471575,GST000296,1246244.9804235818,12,0.49645066,0
GST000297,2020-10-13,Mumbai,326533.4901808054,0,GST000297,5,GST000297,4,GST000297,349877.5048997917,GST000297,78647.46965359687,9,0.49926957,0
GST000298,2020-07-07,Delhi,16172803.706832072,0,GST000298,2,GST000298,6,GST000298,91285.67796922824,GST000298,489334.90937019675,8,0.4951755,0
GST000299,2022-06-30,Delhi,28252952.180845056,0,GST000299,5,GST000299,3,GST000299,530868.0418186429,GST000299,209341.8749184128,8,0.48063383,0
GST000300,2020-08-24,Chennai,13035798.518954497,0,GST000300,7,GST000300,10,GST000300,677386.0438159187,GST000300,294022.9426547515,17,0.48345384,0
GST000301,2021-11-23,Chennai,900539.6457311718,0,GST000301,5,GST000301,6,GST000301,82524.19371472934,GST000301,124895.32245859315,11,0.48580188,0
GST000302,2022-09-19,Chennai,1044285.4538985904,0,GST000302,5,GST000302,4,GST000302,1586753.7286373328,GST000302,250466.93717988918,9,0.49537718,0
GST000303,2022-08-06,Bangalore,1705079.4602545144,0,GST000303,5,GST000303,5,GST000303,222336.4874436588,GST000303,184287.83903005792,10,0.49326113,0
GST000304,2022-07-28,Bangalore,964039.1522774752,0,GST000304,3,GST000304,1,GST000304,276487.41439984035,GST000304,166877.2391059228,4,0.49457604,0
GST000305,2020-01-14,Bangalore,2117488.6432330976,0,GST000305,5,GST000305,5,GST000305,128974.66650279361,GST000305,2692585.2294582454,10,0.4904989,0
GST000306,2020-07-13,Kolkata,4976074.083983352,0,GST000306,6,GST000306,7,GST000306,892475.124272361,GST000306,741419.473125066,13,0.48738435,0
GST000307,2020-08-03,Bangalore,772945.6865113832,0,GST000307,1,GST000307,6,GST000307,2329.8458660667143,GST000307,50596.358567398835,7,0.48891398,0
GST000308,2021-06-30,Kolkata,7546.378021959314,0,GST000308,3,GST000308,3,GST000308,223687.74599105725,GST000308,259183.88595121418,6,0.49801967,0
GST000309,2021-03-25,Delhi,43993173.24073793,0,GST000309,8,GST000309,5,GST000309,2627552.29794981,GST000309,195330.2120308684,13,0.49435517,0
GST000310,2021-07-04,Mumbai,218664.60059556292,0,GST000310,4,GST000310,3,GST000310,566487.7358891522,GST000310,718681.3713128342,7,0.4896768,0
GST000311,2020-04-09,Chennai,219652.2616287241,0,GST000311,10,GST000311,5,GST000311,354779.226337722,GST000311,732600.1539025839,15,0.4944821,0
GST000312,2021-06-30,Delhi,455778.3575613178,0,GST000312,6,GST000312,4,GST000312,636501.7453911986,GST000312,83626.67186667482,10,0.49987513,0
GST000313,2022-04-23,Bangalore,761540566.0463028,0,GST000313,4,GST000313,3,GST000313,1391078.287408623,GST000313,175814.4860890553,7,0.49264055,0
GST000314,2022-01-22,Chennai,2223384.062771892,0,GST000314,1,GST000314,5,GST000314,4888.992874263345,GST000314,26506.352697724455,6,0.4994123,0
GST000315,2022-05-25,Bangalore,404103859.7998506,0,GST000315,3,GST000315,7,GST000315,513555.2285583863,GST000315,644630.4915942629,10,0.4925114,0
GST000316,2020-02-20,Bangalore,8165.259745441043,1,GST000316,5,GST000316,10,GST000316,32566.42915779389,GST000316,1356897.902103926,15,0.49878892,0
GST000317,2021-09-28,Chennai,3910725.8382906057,0,GST000317,5,GST000317,4,GST000317,221977.25694684946,GST000317,973966.4312088753,9,0.5026927,1
GST000318,2022-01-27,Delhi,2456785.8684731643,0,GST000318,4,GST000318,4,GST000318,945717.9774683596,GST000318,355312.5552929007,8,0.49413833,0
GST000319,2020-08-18,Bangalore,28194469.34601117,0,GST000319,5,GST000319,10,GST000319,260059.00915271838,GST000319,270308.7944118354,15,0.49607873,0
GST000320,2020-08-25,Bangalore,5090913.410627632,0,GST000320,6,GST000320,3,GST000320,946056.0004654302,GST000320,715715.4871871732,9,0.5011212,1
GST000321,2020-08-23,Chennai,2314097.7655324023,0,GST000321,4,GST000321,4,GST000321,1449817.8472744548,GST000321,43377.265081888574,8,0.49818325,0
GST000322,2020-09-14,Delhi,24036252.771581344,0,GST000322,4,GST000322,3,GST000322,439709.3376012958,GST000322,261389.59052497812,7,0.49664876,0
GST000323,2021-06-12,Delhi,7784457.78724835,0,GST000323,2,GST000323,6,GST000323,61050.580013889936,GST000323,124670.43554638556,8,0.49237096,0
GST000324,2021-08-13,Delhi,1236279.483927946,0,GST000324,1,GST000324,4,GST000324,21017.47951739633,GST000324,1124899.7967152996,5,0.49444458,0
GST000325,2021-09-18,Kolkata,57766184.2162579,0,GST000325,6,GST000325,1,GST000325,215610.8152838909,GST000325,565.9037815088894,7,0.49024194,0
GST000326,2022-05-23,Kolkata,1405234.9870305716,0,GST000326,4,GST000326,3,GST000326,427489.31780530326,GST000326,141487.52640333533,7,0.4956363,0
GST000327,2021-04-25,Mumbai,95805.98757972942,0,GST000327,2,GST000327,3,GST000327,60778.824028700474,GST000327,277093.94230800186,5,0.496207,0
GST000328,2020-08-25,Kolkata,41133292.21144776,0,GST000328,5,GST000328,6,GST000328,131269.322684098,GST000328,480679.7549746578,11,0.4978879,0
GST000329,2022-07-31,Mumbai,154800615.46442586,0,GST000329,6,GST000329,5,GST000329,278696.50431944465,GST000329,140092.96205775795,11,0.49384353,0
GST000330,2021-03-12,Bangalore,66513736.17843148,0,GST000330,11,GST000330,7,GST000330,218624.7848528931,GST000330,1477720.9643014646,18,0.49958163,0
GST000331,2022-02-15,Delhi,439215.6693091849,0,GST000331,3,GST000331,8,GST000331,197719.51935184203,GST000331,476782.91174018674,11,0.49008512,0
GST000332,2021-04-17,Mumbai,4061733.6557069984,0,GST000332,3,GST000332,2,GST000332,64240.173819119555,GST000332,1228525.5989976174,5,0.4998305,0
GST000333,2021-02-04,Bangalore,8127403.487072037,0,GST000333,6,GST000333,2,GST000333,84111.12986067322,GST000333,73426.35525678466,8,0.5016735,1
GST000334,2020-09-04,Chennai,1599758.295668364,0,GST000334,5,GST000334,5,GST000334,501284.91927192674,GST000334,52292.338720274325,10,0.49011886,0
GST000335,2020-10-01,Mumbai,16633062.63587518,0,GST000335,4,GST000335,3,GST000335,539429.9380862251,GST000335,158669.76849178452,7,0.48397276,0
GST000336,2020-10-15,Delhi,10801737.745667832,0,GST000336,5,GST000336,7,GST000336,216659.29452445405,GST000336,621294.1354690932,12,0.49593523,0
GST000337,2022-06-07,Chennai,1688335.5648128763,0,GST000337,5,GST000337,5,GST000337,254283.58759958996,GST000337,662015.6719497552,10,0.49488866,0
GST000338,2022-03-18,Chennai,2971433.6868872265,0,GST000338,3,GST000338,5,GST000338,215502.25541209965,GST000338,136691.57594795484,8,0.48874632,0
GST000339,2020-10-22,Mumbai,2033976.776134143,0,GST000339,3,GST000339,9,GST000339,834571.8254945814,GST000339,873901.6381634343,12,0.48962522,0
GST000340,2020-11-21,Mumbai,4414721.438443855,0,GST000340,7,GST000340,5,GST000340,228081.94347931776,GST000340,1430506.9115259675,12,0.49746215,0
GST000341,2020-11-18,Kolkata,17983173.75664883,0,GST000341,3,GST000341,2,GST000341,1810.4390625527008,GST000341,15851.461890305589,5,0.49268195,0
GST000342,2020-06-14,Mumbai,437704.30346554215,0,GST000342,4,GST000342,5,GST000342,589451.8248420486,GST000342,12868808.706970375,9,0.49962625,0
GST000343,2021-01-09,Bangalore,8749575.5091726,0,GST000343,2,GST000343,7,GST000343,34927.787892175285,GST000343,3795771.7520995233,9,0.49046105,0
GST000344,2022-02-04,Chennai,1499553.170447805,0,GST000344,4,GST000344,4,GST000344,87496.38912826085,GST000344,344976.0473190517,8,0.49779782,0
GST000345,2020-05-26,Kolkata,11535378.43668589,0,GST000345,8,GST000345,4,GST000345,605010.9127079856,GST000345,572079.2091036955,12,0.49744236,0
GST000346,2022-09-11,Chennai,446017.31780189567,0,GST000346,2,GST000346,7,GST000346,29465.97611510838,GST000346,1181086.1874004987,9,0.4903552,0
GST000347,2021-11-29,Bangalore,236335.8515038059,0,GST000347,6,GST000347,4,GST000347,156004.3081292285,GST000347,415320.92397758143,10,0.4960471,0
GST000348,2022-08-05,Bangalore,4653542.834850785,0,GST000348,5,GST000348,7,GST000348,71589.53431959703,GST000348,377629.6498706416,12,0.49261954,0
GST000349,2020-07-02,Kolkata,3163365.709221748,0,GST000349,6,GST000349,1,GST000349,669118.5811189726,GST000349,67547.18389678985,7,0.49477625,0
GST000350,2020-02-14,Delhi,414285.5307534169,0,GST000350,1,GST000350,7,GST000350,105659.25178283163,GST000350,293510.2916170963,8,0.5016919,1
GST000351,2021-02-01,Mumbai,6217205.594662917,0,GST000351,2,GST000351,6,GST000351,32721.411190158604,GST000351,572433.4321310273,8,0.49065956,0
GST000352,2020-07-08,Kolkata,1811.4016911174383,1,GST000352,4,GST000352,6,GST000352,103822.357279764,GST000352,504999.18166805187,10,0.49051467,0
GST000353,2020-11-10,Bangalore,3620216.781004921,0,GST000353,9,GST000353,3,GST000353,182124.09011872372,GST000353,405914.1279738638,12,0.5007947,1
GST000354,2022-07-19,Mumbai,103535188.19995531,0,GST000354,6,GST000354,8,GST000354,347533.4874136963,GST000354,885799.039452338,14,0.49965072,0
